content,query,date,hashtag
"When i watch this, i feel warm in my heart, so touchy n HUMAN.. But, when i remember the fact that there r so many Palestinian’s kids had been separated from their parents even murdered by zionist soldiers, i then question myself, what kind of creature is human really?",Zionist,2020-07-05 23:53:13+00:00,[]
"Okay Naughty Zog, i see your ways of subversion and getting that wonderful mocap ass clapper moment,and pretty sure abby contracted a few things from a Zionist who self insert himself into the game.",Zionist,2020-07-05 23:52:56+00:00,[]
This is discrimination &amp; gross! I’m a Christian &amp; an unapologetic Zionist! If any country or people in the world had to deal with the constant attacks from their neighbors... there would be total outrage! The hatred of Jews &amp; Israel is demonic! I bet their food sucks anyways,Zionist,2020-07-05 23:52:16+00:00,[]
"Good. How about Birthright for Palestinians whose parents and grandparents were ethnically ""cleansed"" by Zionists?",Zionist,2020-07-05 23:51:26+00:00,[]
imagine supporting blm whilst being a zionist with chest and confidence wallahi pls make it make sense I’m tired,Zionist,2020-07-05 23:51:24+00:00,[]
"What propaganda garbage, meanwhile any news on Apartheid, Ethnic Cleansing or annexation of Palestine... Hypocritical western media spewing garbage while defending Israeli Zionists enjoyment of killing unarmed Palestinians...",Zionist,2020-07-05 23:50:49+00:00,[]
"White Zionist Christians, perhaps. Palestinian Christians not so much...",Zionist,2020-07-05 23:50:28+00:00,[]
troye sivan is zionist trash NEXT,Zionist,2020-07-05 23:49:49+00:00,[]
"Got it, anything you don't like = Zionist. You really boil it down simply don't you? Not really sure why you're not just saying outright that you're a fascist white supremacists. You have the tattoos, flags, and merit badges?",Zionist,2020-07-05 23:47:57+00:00,[]
They are both Zionists who work for Israel. Until we deal with the Jewish supremacists who really run our country things will continue to worsen.,Zionist,2020-07-05 23:46:55+00:00,['JewsAreNotWhite']
go on.....,Zionist,2020-07-05 23:45:47+00:00,"['MediaLiteracy', 'SoftCoupCorbyn', 'Israel', 'Zionists']"
"I’m unfollowing her because she is a , albeit a liberal one, however in any form is unacceptable to me, they have no right to an inch of historic",Zionist,2020-07-05 23:45:34+00:00,"['Zionist', 'Zionism', 'Palestine']"
"I really don't get how the Alt Right ever supported Trump in the first place. The man is a Zionist cuck, and his ""anti war"" sentiment from 2016 were clearly just lies for votes.",Zionist,2020-07-05 23:45:33+00:00,[]
"Yes, killed by the Mossad in Paris in 1973. His name is far more known by the zionists than his nationals ..unfortunately",Zionist,2020-07-05 23:44:28+00:00,[]
"is a supporter of so it's hardly surprising that he would approve of , &amp; comments in groups; it just proves once again that = &amp; ~!",Zionist,2020-07-05 23:43:40+00:00,"['KeirStarmer', 'Zionist', 'ApartheidIsrael', 'racist', 'sexist', 'abusive', 'LabourParty', 'WhatsApp', 'Zionism', 'racism', 'WhiteSupremacy']"
Definitely agree we must always demand the imperialists and zionists to return stolen land. We can build this fictional mountain elsewhere.,Zionist,2020-07-05 23:42:57+00:00,[]
"It's a struggle to the death, we either free our country from the Zionists occupation, and live a normal life, or we die trying. Long live the resistance, long live Palestine",Zionist,2020-07-05 23:42:13+00:00,"['IsraeliCrimes', 'IsraeliTerrorism', 'FreePalestine', 'Group4Palestine']"
i mean chris is a zionist so,Zionist,2020-07-05 23:40:43+00:00,[]
Fr i cannot get my head around zionists???,Zionist,2020-07-05 23:39:45+00:00,[]
And because in their bio they state they literally live in Israel and actively support the Israeli regime having an Israeli flag in their bio. As an American i don't actively support America when i recognize it should be decolonized. They are evidently Zionist.,Zionist,2020-07-05 23:38:50+00:00,[]
"Zionists witch hunter, legend is he",Zionist,2020-07-05 23:37:16+00:00,[]
"That is the truth...The Zionist that rule the U.S. (media, judicial system, banking, medical, education) don't want this pointed out.",Zionist,2020-07-05 23:36:49+00:00,[]
"Why do you give 5hit????? If any of you anti China idiotic hypocrites, had true concerns for anyone, you would show the same concern about Zionist crimes in Palestine.... What credibility do you have, when you support Apartheid, Ethnic Cleansing and annexation???",Zionist,2020-07-05 23:36:22+00:00,[]
He’s a zionist and a piece of sh!t. This fandom’s taste is quite questionable tbh,Zionist,2020-07-05 23:35:39+00:00,[]
Why do y’all keep hyping the zionist up.,Zionist,2020-07-05 23:33:43+00:00,[]
Reminds me of when they called President Obama a 'Muslim-Zionist'.,Zionist,2020-07-05 23:31:01+00:00,[]
Zionists maybe but the truths the truth.....,Zionist,2020-07-05 23:30:48+00:00,[]
"I blocked him too, what a fool. Accusing Jews of antisemitism, that's where i draw the line.",Zionist,2020-07-05 23:30:32+00:00,[]
"literally half (on average, in some places full) of ""communist"" and or anarchist groups here in germany are just these pro zionists and its so tiring",Zionist,2020-07-05 23:30:26+00:00,[]
"its not a Jewish conspiracy it is Zionist, the founders of modern Zionism made no secret of their contempt for Jews. they were Atheist or worse. not Jewish.",Zionist,2020-07-05 23:30:10+00:00,[]
"If someone is Israeli, then by default, they must be Zionist too, right? The majority of Jews are also Zionists, too. Now what do you say?",Zionist,2020-07-05 23:29:36+00:00,[]
Just admit what zionist is code for. Your face is no excuse to be angry at the world,Zionist,2020-07-05 23:29:34+00:00,[]
"Any statue of any Zionist, is free game too. Or any statue of any involved in the stealing of palestine from the palestinians. .",Zionist,2020-07-05 23:29:31+00:00,['boycottIsrael']
I am a proud American Zionist,Zionist,2020-07-05 23:29:19+00:00,[]
"She’s EXTREMELY a Zionist, and took a lot of shit for saying that too. I’ve never heard anything about her being antisemitic. Do you have a source of information for your claim that she’s antisemitic?",Zionist,2020-07-05 23:28:41+00:00,[]
"“they” being the rich zionist who have their fingers in almost every pot in the country (hip hop, entertainment, blm, law, etc) and have no business influencing the shit in our country and exist in these positions solely because they have money and an agenda",Zionist,2020-07-05 23:27:17+00:00,[]
Being a BLM supporter does not mean you automatically support everyone who supports BLM. The existence of an extremist element of a movement does not justify the continuation of institutional racism. This looks like the 'what about hamas' excuse from zionists. Smh,Zionist,2020-07-05 23:27:08+00:00,[]
What joke? Can we hold a conversation on this topic. Why did you say you were exhausted after 5 min... I don’t get it. Were people hassling you about Judaism? About being a Jew? A Zionist? Were you being targeted by Islamists? What were you defending that made you exhausted?,Zionist,2020-07-05 23:26:18+00:00,[]
"thanks so much EBluemountain1 mmm, i think you may be right but i'm not sure tho. twitter said ''suspicious activity related to your account'' i hope it was b/c i'm a Zionist &amp; not b/c i got hacked. [being a Zionist is a badge of honor]. i'd have to change my password!",Zionist,2020-07-05 23:24:02+00:00,[]
"Hey Chuck, you still a Zionist? Yep, thought so.",Zionist,2020-07-05 23:22:48+00:00,[]
You can’t just replace the word ‘Jews’ with ‘Zionists’ to clean up the age old tropes used as justification for killing us. Legit criticism of Israeli policy is encouraged but if you don’t know what you’re talking about you might sound like a Jew hater.,Zionist,2020-07-05 23:22:24+00:00,[]
"The ones with guts who can think for themselves instead of being pressured into kneeling to the Marxist, anti-Zionist blm organisation",Zionist,2020-07-05 23:21:39+00:00,[]
"I'm always wary of charities. If they get government funding they won't speak about the scale of harm government cuts is doing. When it comes to Zionist charities like this one, anything goes.",Zionist,2020-07-05 23:21:37+00:00,[]
If you believe in the Jewish State you implicitly believe the palestenians shouldn’t be there. You’ve obviously never read Zionist primary sources.,Zionist,2020-07-05 23:20:35+00:00,[]
Zionist Israel are clearly the terrorists of the Middle East...,Zionist,2020-07-05 23:20:28+00:00,[]
y’all pls help does this mean ben platt isn’t a zionist?? only interact if you’re actually Jewish or Palestinian pls,Zionist,2020-07-05 23:18:49+00:00,[]
USA UK racist apartheid colonial regime belong in The Hague r guilty as sin for supporting &amp; remainig silent to crimes against humanity for the Zionist undemocratic regime- Blood stained hands-Time to revolt in a monumental way against all countries who take blood hush $,Zionist,2020-06-14 23:58:58+00:00,['ICC']
National Socialists 2016: Trump is a Rothschild stooge Alt-Right 2016: Make America Great Again Zionist douchebags,Zionist,2020-06-14 23:58:28+00:00,[]
"What I know is that all Arabs were treated the same. The Zionists were there to ethnically cleanse Palestine of Arabs, regardless whether they were Muslims or Christians.",Zionist,2020-06-14 23:58:19+00:00,[]
"Why don't be a positive conduit to bridge between the Palestinian people &amp; the Israelis? Contribute your share to bring peace to the region - not just incite ppl against the Jews (yeah yeah ""zionists"")",Zionist,2020-06-14 23:58:19+00:00,[]
This man was named to ’s electoral authority by the regime. He denies the and traffics in antisemitic tropes about the “world zionist cabal”. His appointment speaks volumes about the regime and how little impartiality he’ll havein managing elections.,Zionist,2020-06-14 23:55:23+00:00,"['Venezuela', 'Maduro', 'holocaust']"
no one is against Hindus or any religion ..... yes one must be against zionism and remember a zionist went to kill Mahatma Gandhi...,Zionist,2020-06-14 23:54:51+00:00,[]
"Zionists are insidious liars! They should not be allowed to do this on , pushing pro- like this!",Zionist,2020-06-14 23:51:38+00:00,"['genocide', 'propaganda']"
"Lol sisi is the dog of Israel and Trump, your military helps the zionists kill the palastineans and other arabs. Your whole military is paid for by the zionists to conto you confused arabs.",Zionist,2020-06-14 23:50:55+00:00,[]
"to 600,000 in 1948 through natural increase? I don't know any Zionists who claim that.",Zionist,2020-06-14 23:50:14+00:00,[]
Europe never really takes a pro-Palestinian side... it murmurs about human rights &amp; the UN passes resolutions that Israel ignores.... no sanctions or recriminations from Europe’s Zionist leaning governments.,Zionist,2020-06-14 23:49:52+00:00,[]
Bullshit lies don't cover for crimes. Jews will be judged like everyone else. It's &amp; everybody knows it.,Zionist,2020-06-14 23:46:45+00:00,"['Zionist', 'Palestine']"
If you don’t wanna hate Jk Rowling for being a TERF you can hate her for being a Zionist. There are many paths toward the same conclusion that she sucks now.,Zionist,2020-06-14 23:46:15+00:00,[]
"Most of the “free” world does want Palestine to be free of the racist apartheid colonial Zionist regime &amp; their illegal military occupation,illegal foreign occupiers on stolen Pal land &amp; an end of their stranglehold on countries who really are not free when they r threatened",Zionist,2020-06-14 23:45:39+00:00,[]
"A lot of leftist antisemites make the jump from ""the rich are bad"" to ""the banks are bad"" to ""the Jews/Zionists control the banks and are bad""",Zionist,2020-06-14 23:45:36+00:00,[]
Remember when Angela Davis came to Washu and she brought up Pro-Palestine shit and all the Zionist pretended like they didn’t hear shit. Lmao.,Zionist,2020-06-14 23:45:08+00:00,[]
The converse of course applies: Zionists who don't stand up for indigenous rights elsewhere are mere chauvinists.,Zionist,2020-06-14 23:43:34+00:00,[]
Israel murders Palestinians &amp; destroyed their nation and the zionist regime is chock-full of religious fanatics and corrupt maniacs. get off your high horse.,Zionist,2020-06-14 23:43:10+00:00,[]
Ireland is taking a stand against Zionist and Hindutva terrorism,Zionist,2020-06-14 23:42:59+00:00,[]
"The issues with BLM are deep ones, though. They go right back to the Panthers, the Weather Underground, NOI &amp; all that 60s radical shit. All of them Marxist/Maoist/Anti-Capitalist/Anti-Zionist. The current association with ANTIFA is just another echo of it. Likewise Farrakhan",Zionist,2020-06-14 23:42:50+00:00,[]
"Ethiopia as a government plays a nasty game with help of Zionist to cut water on millions in Sudan and Egypt. This will not happen, all arab and Muslim countries won't allow that this to happen. On the other hand, Ethiopian muslims are my brothers.",Zionist,2020-06-14 23:41:14+00:00,[]
Majority of Syrians(sunnis) were not ikhwanis. Assad's grandfather was a zionist Hafez &amp; his son sold golan to Israel &amp; they sabotaged the islamic revival &amp; wars against israel Alawaites were never considered muslims/they don't have a right to rule ↓,Zionist,2020-06-14 23:41:14+00:00,[]
